MATRI	NOM_PRENOM	CLUB	ELO_CALCUL
15377	DELANOEIJE PATRICK	266	2066
12807	MISSIAEN ROGER	305	2066
47881	BREUER RALPH	607	2066
89591	GUEBEL YVES	952	2066
78344	PIMENTA ANTONIO	229	2063
8150	GOOSSENS FRANKY	303	2063
64386	THIRY JEAN CHRISTOPHE	601	2063
83577	GILLAIN NICOLAS	601	2063
25208	SOENEN ERIC	109	2062
29149	VERWIMP GERY	143	2062
38661	VERSTREPEN MARC	174	2062
40479	CORREA OMAR CARMELO	244	2062
5720	ROMANELLI ROBERT	501	2062
26441	MATHIJS ERIK	701	2062
15041	SCHRICKX FRANK	101	2061
45420	VANDE VELDE ERIK	130	2061
56821	BRUYNEELS ARTHUR	143	2061
34525	MANGELSCHOTS PETER	166	2061
23973	GESQUIERE ERIC	301	2061
95915	PETERS PAUL	811	2061
41076	STYNEN KOEN	109	2060
56669	BOSSARD ARNAUD	209	2060
21938	DEMUNCK JAN	432	2060
43702	LACROIX DIDIER	951	2060
90280	SAUBER  HERBERT	951	2060
13676	MARCINIAK MARCEL	209	2059
51985	LIMBOS PATRICK	209	2059
9059	JANSSENS CARLO	268	2058
22837	VANSON MARC	401	2058
72460	VERHEYDEN FREDERIC	501	2058
21881	DENYS FRANK	209	2057
95168	VERBEEK GEERT	701	2057
8796	BEUKENHORST EDO	209	2056
32883	HARNIE PETER	417	2056
1791	BAFORT JAN	430	2056
21741	KLEYKENS BENNY	130	2055
21369	DE ROO LUC	465	2055
29432	MERTENS PAUL	132	2054
13196	DE FREYNE LUC	303	2054
60933	DOISON AXEL	506	2053
67091	MARCHE FABRICE	506	2053
63134	LEVERS THIERRY	542	2053
2411	REMONT LEOPOLD	601	2053
81019	BIKADY CLAUDE	618	2053
75132	DURIC DALIBOR	640	2053
15032	SCHOOFS DANNY	733	2053
56448	VAN GELDORP MARC	124	2051
54771	DE KAEY PASCAL	132	2051
604	FERNAND JOSEPH	210	2051
65846	FEYS JAN	340	2051
61409	BEKAERT PHILIPPE	402	2051
92207	REMY JOEL	501	2051
33766	GOLSTEIN MAXIME	244	2050
73725	ROGIERS LUC	320	2050
73741	RENARD JEROME	501	2050
98949	FRIESE PETER	627	2050
51799	MAES PATRICK	713	2050
30112	SPEEK PATRICK	130	2049
74128	TRAN-NGOC STEPHANE	201	2049
6483	BRENDONCK HANS	303	2049
95923	VANDEVOORT JEAN-PIERRE	601	2049
26824	SCHOEMANS ROY	708	2049
52833	TIELENS KRIS	141	2048
61140	BECQUART JULIEN	514	2048
46167	VAN RIJSEWIJK AD	705	2048
46485	GREVENDONK HENRI	708	2048
18287	DAAMEN FERRY	726	2048
26603	T'SAS JAN	132	2047
58319	WILSSENS WIM	143	2047
3310	SCHUURMAN PETRA	209	2047
5991	CALLENS JOHAN	304	2047
16292	DONDELINGER JEAN-PIERRE	442	2047
40924	GRODENT GERALD	244	2046
22411	DE CAT BEN	303	2046
34746	BONNE RONNY	430	2046
83178	DACES PHILIPPE	601	2046
99872	LANCKOHR CHRISTIAN	607	2046
22632	PIETERS FREDERIK	109	2045
13188	DE WACHTER STEFAN	166	2045
90352	WATERSCHOOT THIERRY	209	2045
36609	NOHUT KADIR	101	2044
77267	COUCKE BART	340	2044
15008	PAEPENS JAN	401	2044
46299	NACHBAR BENJAMIN	703	2044
10464	HARMSEN GERRIT	709	2044
29971	VERHEYEN JOOST	736	2044
10006	BEUGNIER JOERI	118	2043
92754	APOSTOLAKIS TAKI	229	2043
47694	VELGHE DAVID	313	2043
28291	PORTEMAN ERIC	601	2043
61417	WEGNEZ PHILIPPE	603	2043
82309	FLAMION BRUNO	910	2043
74349	SUNNERBERG CONSTANTIN	244	2042
45888	DEVRIESE JOHAN	269	2042
14273	SURMONT YVES	309	2042
84697	BAUWENS MARC	401	2042
50792	MAES JOHAN	422	2042
3425	SIMENON STEFAN	703	2042
4669	DE COMBES FERNAND	108	2041
30155	HERZFELD HENRI	244	2041
65731	RIBAUD CHEVREY PHILIPPE	244	2041
57304	KEUSTERMANS HELMUT	141	2040
56715	BREUER JOERG	607	2040
621	LEUNIS GEERT	260	2039
32344	MOENS PATRICK	465	2039
2445	WISLEZ FRANCIS	607	2039
66672	ATMACA MUSTAFA	621	2039
25429	LOO BERND	627	2039
42200	ADAMS LUC	209	2038
49956	VAN DE PONTSEELE ERIK	418	2038
18686	VAN BUNDEREN GERT	130	2037
38741	VERDUYN PHILIPPE	303	2037
92002	ODEUR HUBERT	505	2037
98671	ROBINET CLAUDE	607	2037
44601	VERVIER MARC	622	2037
28240	DE SMEDT MARK	174	2036
57312	LANOYE REGIS	209	2035
14869	PLUM PIERRE	401	2035
10936	VAN SCHUERBEEK HANS	417	2035
13854	VERLINDEN ROBIJN	417	2035
22977	PERIC MIJO	705	2035
53139	LAMMENS TOM	402	2034
57151	HANSSEN RONNY	410	2034
75281	BILTRESSE STEPHANE	952	2034
85995	SLACHMUYLDERS BART	130	2033
86479	VINGERHOETS LUC	290	2033
49506	KUTLU HASAN	303	2033
63487	VIDAICH STEPHANE	501	2033
99244	GODESAR PATRICK	607	2033
30279	MARIANI XAVIER	621	2033
20818	LOGIE DIMITRI	114	2032
66290	KOHLER KURT	229	2032
85898	BAUWE PASCAL	305	2032
3620	URKENS JEAN-PIERRE	719	2032
9415	ROOSE ARNAUD	201	2031
55484	MUYLLE KRIS	309	2031
25518	PHILIPS RICHARD	430	2031
81060	BUN PONATHIRAK	203	2030
67105	SOYEZ CYRIL	506	2030
53457	BISCHOFF GERARD	703	2030
77917	GIELIS MARC	707	2030
12505	JOKIC DRAGAN	121	2029
54020	GIADROSIC DINKO	209	2029
876	DE SCHEPPER BART	313	2029
92541	MALCHAIR DAVID	631	2029
95184	GIJBELS RUDI	714	2029
78514	BOCLINVILLE PATRICK	813	2029
71005	PRESTI GIUSEPPE	201	2028
20877	DANNEEL GEERT	322	2028
78611	HEROUET ROBERT	506	2027
38717	LEJEUNE HUBERT	603	2027
83941	FUCHS ALEXANDER	203	2026
66184	DOHOGNE YVES	239	2026
10383	VANTIENHOVEN RICHARD	705	2026
87106	WILLEMS BERTRAND	951	2026
65749	RICARD JEAN-PHILIPPE	244	2025
15890	SEYNAEVE KEVAN	301	2025
15024	ROOSEMEYERS CARLO	402	2025
46604	VERBRUGGEN HUGO	402	2025
5894	ROOSE JACQUES	340	2024
77101	REZNIKOV HENNADIJ	622	2024
91430	RAHIER ANDRE	622	2024
24767	VAN ACKER TONY	472	2023
74993	PARYS PIERRE	506	2023
95494	KULLA WERNER	724	2023
23264	TAS GUNTHER	303	2022
46744	DUBBELDAM CORNELIS	402	2022
28606	BOUTCHON GASTON	143	2021
17779	VERHAEGEN WIM	166	2021
92576	DOS SANTOS PIMENTA CARLOS	272	2021
41386	VERHAEGHE PHILIP	475	2021
31186	CLUYTS MARC	707	2021
92720	DUMONT VINCENT	901	2021
31496	HAMERS PIM	130	2020
66982	JANSSENS MARC	239	2020
25348	BURKE ALEX	334	2020
12963	DE BACKER FRANK	401	2020
72559	LION ALAIN	506	2020
72231	SOULTANBEIEFF ALEX	601	2020
90751	SNEPPE HERMAN	417	2019
48038	KAYIKGI AYDIN	709	2019
19445	BURNEL GERARD	718	2019
67997	BURGESS JON	239	2018
95702	LIPMAN PETER	244	2018
63657	MALOTAUX ALEXIS	902	2018
92665	YODY STEVE	290	2017
34428	BONTE PIETER-JAN	305	2017
7951	BAETEN RENE	417	2017
10961	VAN DER BORGHT FILIP	462	2017
95753	LEONARD FABRICE	501	2017
8621	VAN HOUDT MICHEL	703	2017
34959	MEEKERS GEERT	714	2017
60194	PELAYO JEAN-CHARLES	226	2016
28517	SCHEPERS MARK	109	2015
55603	CARCAN STEFANE	712	2015
72249	VANDENBON NICO	301	2014
15202	WATTEEUW LAURENT	401	2014
59773	VAN DE MERGEL YVAN	542	2014
22471	VAN AEL BERT	118	2013
35556	CORNIL ETIENNE	201	2013
50571	JACOBS ANTOINE	239	2013
94838	COGNEAU PHILIPPE	518	2013
74438	BUSHI EKREM	603	2013
13285	VERRIJSSEN PATRICK	124	2012
69965	VANDERPERREN ERIC	209	2012
49476	VAN KLAVEREN HENK-WILLEM	402	2012
1651	D'HAEYER DIRK	462	2012
81884	SPENCER JOE	506	2012
9075	FRANK ALBERT	604	2012
42005	BRANDT PHILIPPE	622	2012
27383	PIRON PASCAL	260	2011
30732	ACHTERGAELE KOEN	418	2011
60984	HAUTOT ALAIN	621	2011
8877	CAMPEERT JULIEN	209	2010
85103	ONRUBIA CARLOS	278	2010
71790	NOIROUX KEVIN	618	2010
62715	MOORS MARC	124	2009
41301	DEPAUW STEFAAN	430	2009
11941	DE GEEST NIKOLAAS	715	2009
72982	RAOUI MEHDI	209	2008
83089	HOCK DIEGO	209	2008
65544	COLLETTE BENJAMIN	244	2008
20567	LOOTENS WIM	401	2008
68128	BOERS JOZEF	417	2008
41947	VERKIMPE MIKE	422	2008
84549	PIROTTE THIERRY	618	2008
73555	DIDDEREN GAETAN	631	2008
40363	ENGELAER MAURICE	101	2007
34614	VAN DYCK MARC	176	2007
17256	VAN PRAAG BART	266	2007
69825	COURTOIS JEAN-MICHEL	910	2007
11673	KINT PETER	101	2006
11622	LAVET THEO	130	2006
63070	VAN HORENBEKE JEAN	209	2006
34347	VERBOVEN PETER	114	2005
39527	LEVRIER PIET	166	2005
88781	DE VREESSE FRANK	402	2005
46345	MATTHYS KRIS	418	2005
99228	KERRES FRIEDHELM	604	2005
75906	GARCIA ALONSO LUIS	226	2004
36056	GUNST FRANK	442	2004
25534	VAN EMMELO JOHN	472	2004
70378	SAUVAGE ERIC	601	2004
98884	HOSPEL ANTON	726	2004
45110	LAURENT MICHEL	910	2004
3158	WILMS WALTER	266	2003
16764	DOORNBUSCH RONALD	266	2003
87271	COUCHE DIDIER	506	2003
85677	PLACE SAMMY	518	2003
97101	CAELS VIVIANE	607	2003
68080	DRUET PIERRE ETIENNE	901	2003
1091	DECLEIR WALTER	174	2002
79227	SELOSSE JEROME	209	2002
22969	DEMEESTER WIM	301	2002
40851	SLABBINCK YVES	362	2002
4146	LAVA PATRICK	402	2002
80055	DE VROE PHILIP	422	2001
13994	MERX ROB	703	2001
23221	VAN DE POEL TACO	705	2001
60780	PARMENTIER PATRICE	601	2000
75523	WITTERS PATRICK	607	1999
99007	PELZER WERNER	624	1999
15563	SMETS MICHEL	703	1999
67440	DEMUYNCK DANIEL	505	1997
23981	VAN DER FRAENEN JOEP	166	1996
34061	LESNY FRIEDRICH	238	1996
4766	GOBERT JO	442	1996
28754	VAN GOETHEM JOZEF	130	1995
17191	DE CORTE RONNY	402	1995
51055	DE PUTTER THEO	471	1995
57851	GULPENNE EMILE	603	1995
67334	BRICO PIERRE	618	1995
99902	RUPRECHT JOSEF	625	1995
94161	VAN UYTVEN VINCENT	239	1994
66770	HOUDART DAVID	601	1994
89061	CHABOT CEDRIC	953	1994
35459	STOK ALEX	132	1993
76902	BECKER THIERRY	203	1993
81922	PEETERS YVES	239	1993
57959	PEGORETTI FRANCO	511	1993
13455	HASEVOETS DANNY	738	1993
15954	STEINHARDT STEFAN	114	1992
9814	HOLSTEYN MARC	260	1992
94617	VAN HERREWEGHE MICHEL	320	1992
38237	CALLANT GEERT	362	1992
15512	LEHNEN JOSEF	604	1992
74799	DEFLINES JACQUES	244	1991
51811	PICEU KURT	362	1991
4235	NEIRYNCK SVEN	401	1991
7005	JACOBS KOEN	114	1990
26492	VAN VLIET DENNIS	471	1990
40142	PETERMANS PASCAL	261	1989
25151	KAYE KRIS	263	1989
89516	GROBELNY FABRICE	501	1989
92649	JANS PATRICK	631	1989
60526	DELBAERE MARC	239	1988
37044	GROENEZ JEAN	240	1988
91448	HERZET SERGE	622	1988
20044	FRAENKEL DANIEL	109	1987
54712	JANSSEN DRIES	109	1987
2330	BANKS EDDY	240	1987
17264	LAMBERT LUC	244	1987
26948	DE VOGELAERE BART	422	1987
97551	GEUSS PAUL	604	1987
38733	VANROY STEFAN	701	1987
591	GODEFROIT JEAN LOUIS	952	1987
95745	SERGY DAVID	239	1986
11169	VAN AKEN KRIS	260	1986
56324	SEGERS KOEN	101	1985
47481	JANSEN PETER	132	1985
16861	DUBBELDAM ADRI	422	1985
58963	FERMEUSE GEORGES	538	1985
65382	MEEUWISSEN XAVIER	601	1985
39667	CLEUREN FREDDY	725	1985
3981	HAMPTON DOUGLAS	334	1984
10791	DECONINCK MICHEL	123	1983
87513	MARCHAND WERNER	301	1983
33898	MAENHOUT WILLY	422	1983
69311	DE PAUW DAMIEN	505	1983
76066	PALMANS LUC	703	1983
8460	SZIGETVARI ZOLTAN	813	1983
51195	DE HERT OLIVER	130	1982
34622	VAN DER AUWERA JAN	176	1982
85324	DE SMYTER ERIK	401	1982
53023	DE RIDDER HENK	402	1982
95541	MERTENS GUIDO	607	1982
10031	HEINES BART	705	1982
95338	SCHUURMANS ANTONIUS	810	1982
8630	MARECHAL ANDRE	906	1982
10421	SCHREVENS BIRGER	260	1981
81698	NOLF STEPHANE	272	1981
48241	NOSEDA JEAN-MICHEL	290	1981
37150	MATTHYS PAUL	462	1980
26069	YILDIZ KEMAL	701	1980
61221	VERBERCKT LUCAS	108	1979
20982	VANDERWEGEN PHILIPPE	114	1979
89869	THOMAS WILLIAM	229	1979
93599	LENARTOWSKI PETER	244	1979
30805	COCQUYT TIJS	301	1979
88978	COLLADO FRANCIS	956	1979
54542	VERMEIREN BART	432	1978
99961	WOLF KLAUS	607	1978
13315	DEWEERDT JAN	166	1977
90042	VANDENBRUAENE CARL	209	1977
80349	BARTOS IMRE	244	1977
35203	CLOES PATRICK	401	1977
65765	VAROQUIER ERIC	538	1977
48763	VERBEKE JOHAN	166	1976
68942	MELET GILLES	506	1976
74063	DESSOMME FRANCOIS	909	1976
20907	DENCKENS LEON	114	1975
79901	FOSSET FRANCOIS	514	1975
33014	VAN DER STRICHT JAN	128	1974
22641	VANLERBERGHE FILIP	166	1974
30902	RULLE GERT	243	1974
8575	HERMAN LUC	290	1974
49581	BOSSCHEM EDDY	430	1974
48712	DE PUYDT JEF	701	1974
10057	CALLENS FREDDY	304	1973
10880	VANDENBUSSCHE JOHAN	340	1973
22985	VERSTRAETEN RENE	401	1973
70599	JANSSENS THIERRY	201	1972
27154	SERCU DIDIER	320	1972
8141	JASPERS HANS	727	1972
38580	MICHIELS ANDRE	108	1971
58335	SCHILLEMANS WILLY	128	1971
16322	DE CLERCQ DIRK	401	1971
92819	WIRTH CHARLES	640	1971
95591	KHATCHERESSIAN VANROUZAN	901	1971
49760	SCHEPERS JAN	166	1970
46361	VERDUYCKT JOHAN	176	1969
66826	SARRANTOPOULOS PANAYS	201	1969
25437	KOPMANIS RUDI	240	1969
38687	DERAVET ANDRE	601	1969
35386	DUFRASNE PIERRE	518	1968
26786	HELSEN STEFF	266	1967
65978	BOSSUYT HERMAN	313	1967
28134	VAN HOUTTE FILIP	320	1967
26654	WILLEMS CHRIS	465	1967
87530	DONEUX FABIEN	514	1967
98451	VOIGT INGRID	607	1967
64777	DAHMANE FARID	201	1966
3336	DE WEL HERMAN	707	1966
55964	NIJSSEN PETER	714	1966
42650	VAN ASSCHE JEROEN	180	1965
73423	BOUSSELMATI YOUSSEF	203	1965
41955	DEFRE WALTER	432	1965
82660	DECOSTER PHILIPPE	601	1965
37125	DE GENT TOM	136	1964
88919	LE HOANG VO HIEN	244	1964
19178	LIMBOURG REMI	417	1964
68721	GREGORIO SANTIAGO	501	1964
34410	DESMEDT PAUL	209	1963
10707	DEKETELAERE FRANKY	303	1963
44458	DELAERE JEROEN	475	1963
1287	PERPETE RAYMOND	952	1963
1457	ZIMMERMANN RICHARD	209	1962
27502	SPEYBROECK ERIC	401	1962
55042	MEULEMANS BART	114	1961
23311	GULDENTOPS PIERRE	182	1961
41092	SUYKENS FRANK	109	1960
4626	DE HERT ROBERT	130	1960
24872	PENNEMAN FRANCIS	253	1960
3859	SEYNAEVE ROLAND	305	1960
68560	FUSS BERT	619	1960
87203	SOCHACKI ROGER	703	1960
24431	HUFKENS KOEN	185	1959
33316	VERSTRAETEN JAN	422	1959
80781	ALOTA VALENTIN	201	1958
94650	LESAGE LUC	303	1958
1708	ROTTIERS GUSTAAF	442	1958
81388	DEGRAVE GEOFFREY	542	1958
67288	DE GUELDRE PHILIPPE	601	1958
2810	CONINGS JOS	736	1958
4677	ANDRIES GOMMAAR	114	1957
50113	CANNEEL DANIEL	542	1957
86690	SLECHTEN PASCAL	621	1957
32212	PELGRIMS JAN	114	1956
2283	TAELEMANS WERNER	228	1956
23060	OP DE BEECK RONNY	166	1955
73113	VANDENBEMPT PAUL	266	1955
45705	POLLET LODE	340	1955
3387	KIEBOOMS JULIEN	707	1955
27219	DE BILLOEZ YVES	128	1954
63711	VERSCHILDE MARC	362	1954
73172	BENIERS GIOVANNI	410	1954
60755	HUCHON JEAN	501	1954
79251	SIGRIST PASCAL	951	1954
47805	VAN MOL WILLY	108	1953
32301	JANSSEN PAUL	401	1953
29327	MAHIEU RIMSKY	472	1953
64173	VAN STEENKISTE VINCENT	538	1953
19593	CLAUS PETER	432	1952
32689	LAVA ERIC	438	1952
49425	THIERENS CHRISTIAN	201	1951
19518	LENDERS IVAN	408	1951
28525	KALISVAART PETER	471	1951
67873	DE GEYTER JACKY	616	1951
54755	MARTENS LUDO	727	1951
41904	LONDERS JAN	260	1950
574	GEERTS WILFRIED	266	1950
21717	DESAEGHER JOHAN	436	1950
78492	VANDERVORST JEAN MARC	542	1950
98329	VAN LISHOUT FRANCOIS	607	1950
29301	GRILLMAIER PHILIPPE	951	1950
43389	COLASANTI FABIO	229	1949
25844	CHOKOUHIAN AHMAD	244	1949
21512	NUYTENS PETER	305	1949
10821	RINGOIR GUY	418	1949
32191	DERMUL LUC	174	1948
59706	AOUADHI MOHAMED	201	1948
81949	AUDIN THIERRY	506	1948
30228	VERLEYE WILLY	174	1947
26166	CSABAN ZOLTAN	303	1947
91910	SILVAIN THIERRY	506	1947
21628	FAUCONNIER THEO	621	1947
71099	VANDERVORST MARC	542	1946
67229	TOLLIS ROBERT	807	1946
39748	RENARD JEAN	901	1946
205	FEYS JEAN	109	1945
69957	KRYEMADHI NAZMI ALEX	201	1945
27600	COTTEGNIE FRANCIS	309	1945
14206	KEIRSE STEVEN	309	1944
34011	DE SMET FRANS	417	1944
39217	JANSEN RUUD	708	1944
90981	DI COSMO JONATHAN	540	1943
98418	LAGEMANN TOBIAS	604	1943
20869	ZIMMERMANN NORBERT	607	1943
29238	DAMBIERMONT MARC	618	1943
21555	MAES JOS	703	1943
9067	FONTIGNY FRANCOIS	201	1942
96148	ASMAN BENNY	201	1942
44261	LAMPROYE JEAN PAUL	303	1942
87238	BILS MARC	715	1941
63029	LUSHAJ KUJTIM	203	1940
28207	VAN MELSEN RAYMOND	229	1940
27871	HOUDART PHILIPPE	243	1940
84352	DE SMEDT GINO	303	1940
76899	LAMBRECHT PATRICK	304	1940
38636	REYNAERT JOHAN	309	1940
32476	KOCKARTZ DANIEL	607	1940
68047	MOSEBACH PETER	641	1940
35645	CORNELIUS JORG	727	1940
95699	BAILLIEUX LUDOVIC	807	1940
12661	HUYCK WALTER	114	1938
45632	VERBEKE STEVEN	143	1938
83844	PAQUET RAPHAEL	244	1938
26573	WILLIAMS TONY	266	1938
39021	JENNEN HERMAN	305	1938
47431	HERNOU GUY	321	1938
24333	SEGERS JOHAN	701	1938
95001	WILLEN RONNY	703	1938
36528	HERMANS CHRIS	724	1938
81965	LACROSSE MARC	901	1938
46116	HASS DANNY	101	1937
76201	GRANDHENRY GHISLAIN	601	1937
84000	DEJONG JEAN-PAUL	601	1937
9709	ROELS HUBERT	209	1936
46680	GODEFROIDT THIERRY	313	1936
13218	DE AMICIS DANIEL	709	1936
71676	VERSCHUEREN FREDERIC	521	1935
62880	CAPKUNAJ SAFET	621	1935
81604	KACZMARZYK LUCIEN	514	1934
48313	VANSTRAELEN GEERT	143	1933
16730	CARLIER ANSGAR	305	1933
19127	RONSE SEBASTIEN	340	1933
15229	SPILLIAERT HUGO	353	1933
183	BAERT JOS	402	1933
61841	BARBAUT MICHEL	537	1933
19704	VAN LANDEGHEM PETER	143	1932
20516	VANMASSENHOVE FREDERIK	301	1932
11096	SLOORE MARCO	475	1932
18503	MAES CHRIS	135	1931
17639	GUREVITCH JUDAH	203	1931
55671	REHAK JAN	203	1931
85596	DE LANNOY THIERRY	290	1931
97250	GUISSET PHILIPPE	290	1931
54062	DECROOS MARC	362	1931
32948	VAN CAUWENBERGE PIETER	438	1931
86282	DETHY DAVID	910	1931
49051	VAN TICHELEN BART	108	1930
67831	KRUPEY MYROSLAV	203	1930
21075	MAES NATAL	266	1930
65471	GENOT ALPHONSE	622	1930
59528	BOLLAERTS STEFAN	733	1930
15318	MONTENEGRO MICHEL	130	1929
36170	KIEKENS WILLIAM	408	1929
34436	BLEWITT RALPH	101	1927
45675	FOULON GRETA	124	1927
37389	MAEREVOET TIM	143	1927
62049	BEGHEIN ANDRE	618	1927
90425	OSELE REGINALD	229	1926
66991	MOLLICA VINCENZO	239	1926
12947	SEGERS REGIS	302	1926
39195	DEBAENST BRUNO	322	1926
16021	COPPIETERS TOM	430	1926
3808	BAETEN ERIK	709	1926
28746	TAMMERT ROLF	727	1926
68861	BROEKMANS PATRIK	124	1925
28533	BOONS PATRICK	128	1925
23256	DE KAEY EDDY	132	1925
94404	GYS WILFRIED	174	1925
81906	MOUHIB FOUAD	278	1925
30724	GELDOF JACQUES	320	1925
72443	GEORGE MICHAEL	501	1925
99741	SPEE JEAN	604	1925
20737	PATTARELLO PIER LUIGI	109	1924
59676	RICHONNIER GUILLAUME	229	1924
62260	CALLENS PAUL	506	1924
82279	KABEYA MUTOMBO	542	1924
63215	ETIENNE ALFRED	640	1924
8613	SLOOTMAEKERS ROMAIN	713	1924
96920	JONCKHEERE THIBAULT	951	1924
16667	VAN ROMPAEY STIJN	132	1923
14044	VANHOORNE FRANCOIS	307	1923
922	DE HELDT KOEN	408	1923
59749	VOET DIRK	114	1922
76457	AZGHOUD DRISS	201	1922
58262	VOETEN LUC	464	1922
77038	VANDEROSE MICHEL	518	1922
83372	QUAESAET DIDIER	618	1922
39829	TIMMERMANS STEFAN	724	1922
64297	GASPART FREDERIC	901	1922
12220	SACRE ARMAND	902	1922
884	PROVINCIAEL ERNEST	109	1921
11177	VERMEYLEN AUGUST	109	1921
35939	ELSLANDER VIC	128	1921
53872	WUYTS LUC	153	1921
795	TAMINE JACQUES	209	1921
66486	VAN BEVER ROLAND	432	1921
95851	HAENSEL JEAN-MARIE	811	1921
81108	JOUVEL FLORIAN	201	1920
43419	MAECKELBERGH GEERT	228	1920
22250	LENOIR AURELE	322	1920
24724	VAEL JEAN PAUL	410	1920
20842	HEEMERYCK JOHAN	472	1920
31232	DESCAMPS DIDIER	952	1920
25836	VANDENBUSSCHE THIBAUT	472	1919
74519	GJONBALAJ IMER	603	1919
46124	MOORS DRIES	725	1919
50946	WUYTS GUY	130	1918
71579	GHADIMI NASSER	229	1918
84204	VANDE VENNE FREDERIK	240	1918
67253	THIERY CHRISTOPHE	506	1918
83275	OGER DANIEL	910	1918
69167	EVRARD OLIVIER	956	1918
77453	FAYMONVILLE PHILIPPE	956	1918
43613	VAN DEN BOECK WIM	260	1917
96709	SCHIFFER VOLKMAR	625	1917
94994	STEVENS DANNY	703	1917
46281	BAETE GUY	174	1916
13731	VETS NELIS	263	1916
25267	VANDERBEKE RENE	303	1916
29165	VAN EERT FRANS	322	1916
16586	DELEU KRIS	353	1916
95125	IAFELICE LUIGI	601	1916
68527	VILLAFANE MAYTA	229	1915
8222	MORTIER JOHAN	401	1915
12998	DE GRAEF MARC	401	1915
19917	VAN PARIJS FREDERIK	402	1915
19216	PAUWELS RUDI	430	1915
40525	INDEMANS RUDI	724	1915
9563	VAUSORT ANDRE	951	1915
47848	CROONENBORGHS JAN	101	1914
59790	LINDEMANN ERIC	130	1914
95419	JUDELE GHEORGHE	204	1914
13609	COPPENS LEON	410	1914
12009	GOETHALS TOM	475	1914
29912	CLITEUR OLAF	114	1913
87998	MAMBSON WAL	201	1913
1007	DELPLANCQ PAUL	204	1913
81370	MARTIN LIONEL	521	1913
24511	VAN DAAL HUGO	726	1913
51209	JACOBS GEORGES	739	1913
36331	VAN RILLAER DIRK	303	1912
80942	MASQUELIER QUENTIN	813	1912
87068	BAUFAYS HUGUES	951	1912
24996	DEMONT YVES	121	1911
67601	WEEKERS DANIEL	229	1911
2640	TEMMERMAN HANS	462	1911
90905	BOYER JEAN-MARIE	506	1910
59811	MASURE LUC	533	1910
28347	WACHSSTOCK SYLVAIN	109	1909
77615	WASNAIR MICHEL	290	1909
19208	MATTHYS LUC	418	1909
70807	DESSERS MICHEL	601	1909
53295	GHIJSELS WOUTER	174	1908
60038	KOUMAKIS LUC	226	1908
89265	PEELMAN LIEVEN	436	1908
31666	HEYMAN PAUL	143	1907
47473	PAEPENS ALAIN	401	1907
81981	LUI ERIC	506	1907
56774	LENTZ SEBASTIEN	631	1907
66362	SCHEERS JULES	114	1906
28312	LAUWERS LUC	130	1906
39225	PUTNIK SLOBODAN	209	1906
78387	COCHET JEAN-PASCAL	209	1906
23906	ANDRIESSEN MARCO	401	1906
24627	ERVYNCK JEROEN	401	1906
22128	VERBEECK WIM	172	1905
39730	QUOIRIN ROGER	201	1905
31551	VANDEPUT FRANK	266	1905
11479	CONAERT RONNY	703	1905
55727	CLAES JOHAN	724	1905
19381	THEYS FREDDY	109	1904
52957	VERVOORT LUCAS	123	1904
213	DEBLAUWE PAUWEL	313	1904
76244	VAN NUFFEL MARC	418	1904
63771	METZMACHER LOUIS	621	1904
14893	PIERLE WILLEM	733	1904
70602	BOUCHAT XAVIER	952	1904
96474	VAN PRAET BOB	114	1903
80772	NAVASARTIAN HAVANI ALFRED	229	1903
55719	BOONET GUIDO	357	1903
81272	SOYEZ BENOIT	506	1903
78069	WLOGALSKI OLIVIER	601	1903
13307	HABRAKEN ERIK	135	1902
69884	LOGIE BERNARD	309	1902
32794	MOTTE JAN	418	1902
94978	VERVONDEL RONNY	432	1902
3344	CLAES JOZEF	707	1902
7641	SLOSSE FREDDY	174	1901
92312	MACAI IOAN	203	1901
10685	WIJNENDAELE KRIS	401	1901
3778	KOCUR MARC	727	1901
16659	THORA JACK	101	1900
23884	LIBBRECHT PETER	304	1900
99082	STAHL BERNARD	624	1900
62561	LEJEUNE VINCENT	910	1900
81302	LHEUREUX BENOIT	951	1900
77054	PAUWELS CHRISTOPHE	953	1900
37168	VENNEKENS CAMIEL	130	1899
17990	VAN DEUREN PAUL	352	1899
5380	YSABIE TONY	422	1899
99341	GODESAR RALF	607	1899
37591	HUYPENS STEVEN	176	1898
62987	MARCHAND JEAN-LOUIS	209	1898
73636	GIAPRAKIS STAVROS	229	1898
38300	LOPEZ DAMON	301	1898
12629	LUCAS JEAN	322	1898
94749	BURGEON CHRISTOPHE	643	1898
5169	DOM WIM	114	1897
39101	VAN HOOFSTAT SAM	130	1897
28991	JANSSENS MANU	135	1897
76210	SAUWENS CHRISTIAN	244	1897
42307	COUILLARD MARC	272	1897
34843	SIX STEFAAN	301	1897
31054	MOCSNIK ROBBIE	703	1897
66028	ANDRE RENAUD	910	1897
3042	VANDEPUTTE OLIVIER	304	1896
13358	VANBELLEGHEM PATRICK	402	1896
82678	JACQUE VALERIAN	601	1896
12742	OTTEVAERE HERMAN	305	1895
56499	LUCKAS BELLA	307	1895
22659	ROELS FREDERIK	401	1895
24694	DE RIJCKE TIMOTHY	410	1895
66346	MICHOTTE SEBASTIEN	501	1895
45187	MAES NICOLAS	709	1895
5398	KEISER PAUL	182	1894
13722	DE SCHRIJVER KAREL	410	1894
